player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
00-0038678,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,20,70.0,0,0.0,0.0,2.0,-3.176775460189674,0,12,18,71.0,0,0.0,0.0,3.0,80.0,4.0,-7.65832852014243,0,7.413398692810457,0.5988529014844803,0.029666654645737086,0.9190460104787366,0.0,14.100000000000001,26.1,7,0.08108108108108109,0.0016806722689075631,0.08859357696567,0.12296615943674769,0.04418170504044804,0.0,0.05405405405405406,0.047619047619047616,0.02209085252022402,0.03534536403235843,0.31981981981981983,0.044472464558342424
00-0038679,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,69.0,1,0.0,0.0,-2.0,71.0,1.0,7.094042852520943,0,0.0,0.037037037037037035,-0.009433962264150943,0.048951781970649894,0.0,12.9,13.9,1,0.03571428571428571,-0.00980392156862745,0.47019867549668876,0.04572829131652661,0.2749003984063745,0.3333333333333333,0.1,0.15384615384615385,0.30411686586985387,0.28658698539176625,2.4642857142857144,0.13385978428351308
00-0038685,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,19,106.0,0,0.0,0.0,2.0,-3.3922051011468284,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.600000000000001,10.600000000000001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02669352807856963
00-0038685,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,36,183.0,1,0.0,0.0,12.0,4.7882587546024995,0,11,13,69.0,0,0.0,0.0,-22.0,95.0,2.0,-3.788488999606906,0,4.7904040404040416,0.49517389635036696,-0.1425856901245624,0.6429508614383567,0.0,31.200000000000003,42.2,11,0.04529616724738676,-0.009189640768588136,0.07290867229470453,0.060592538256209624,0.027176053564395432,0.0,0.018867924528301886,0.01652892561983471,0.013588026782197716,0.021740842851516347,0.24041811846689895,0.04378229203411284
00-0038705,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,58,284.0,2,0.0,0.0,12.0,-5.2967349450051175,0,21,30,119.0,0,0.0,0.0,27.0,109.0,4.0,-14.946506310184343,0,49.925,0.8640729898034049,0.11516772405102768,1.3767268915408268,0.0,52.300000000000004,73.3,11,0.07692307692307693,0.008997000999666778,0.09873188405797101,0.12258221618434881,0.05021097046413502,0.0,0.03305785123966942,0.029411764705882353,0.02510548523206751,0.04016877637130802,0.30512820512820515,0.07719852553975777
00-0038705,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,24,223.0,1,0.0,0.0,8.0,12.362201262753462,0,16,20,104.0,0,0.0,0.0,26.0,95.0,3.0,-3.348794431036042,0,21.675,0.6493949818196176,0.09199485498666582,1.0384888712200924,0.0,38.7,54.7,13,0.050505050505050504,0.009403254972875226,0.0680515759312321,0.08328017973587594,0.0363382250174703,0.0,0.02127659574468085,0.019230769230769232,0.01816911250873515,0.02907058001397624,0.26262626262626265,0.051824762193504376
00-0038710,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,9,51.0,1,0.0,0.0,81.0,10.0,2.0,-3.7565755097894,0,5.111111111111111,0.26016676796970556,0.316019534961109,0.6114638264273347,0.0,11.1,17.1,7,0.03296703296703297,0.040059347181008904,0.01430615164520744,0.08149802719535658,0.03146206045650833,0.125,0.025974025974025976,0.03529411764705882,0.07823103022825417,0.05016964836520667,0.18681318681318682,0.032164622676999474
00-0038720,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,9,48.0,0,1.0,1.0,29.0,30.0,2.0,-3.4663205576944165,0,7.970238095238095,0.2907984607984608,0.12023769175597704,0.5203640754268751,0.0,2.8000000000000003,8.8,6,0.04455445544554455,0.018494897959183673,0.03525264394829612,0.08162760153566377,0.027939464493597205,0.0,0.025974025974025976,0.021739130434782608,0.013969732246798603,0.022351571594877766,0.2376237623762376,0.013278609367455336
00-0038720,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,12,19,100.0,0,1.0,0.0,120.0,58.0,5.0,4.2549151660641655,0,14.9008658008658,0.5586213713068368,0.5584510585465757,1.228847797942858,0.0,10.0,22.0,11,0.046341463414634146,0.04649360712901976,0.03680203045685279,0.10670708082516703,0.03473428273706148,0.0,0.03184713375796178,0.028735632183908046,0.01736714136853074,0.027787426189649186,0.24390243902439024,0.02227712746567297
00-0038738,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6,19.0,1,0.0,0.0,5.0,4.696443124208599,0,3,4,18.0,0,0.0,0.0,-2.0,16.0,1.0,-1.2384939483599737,0,13.0,0.11041606446018211,0.005172985296777739,0.16924518639801758,0.0,9.7,12.7,6,0.01818181818181818,-0.001266624445851805,0.023564064801178203,0.02625942771604583,0.011264080100125156,0.0,0.013157894736842105,0.011494252873563218,0.005632040050062578,0.009011264080100124,0.08181818181818182,0.022730526918671248
00-0038738,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,12,38.0,0,0.0,0.0,6.0,0.9359209736109828,0,12,16,111.0,0,0.0,0.0,39.0,84.0,5.0,4.598201807206468,0,1.225108225108225,0.4605757588880096,0.1598974888501775,0.8027918805271387,0.0,14.9,26.900000000000002,13,0.034334763948497854,0.011184399197017494,0.057534246575342465,0.060449665280360776,0.037037037037037035,0.0,0.03546099290780142,0.031446540880503145,0.018518518518518517,0.02962962962962963,0.23819742489270387,0.025656188005493668
00-0038752,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,3.0,1,0.0,0.0,1.0,0.7756043871340808,0,19,25,196.0,2,0.0,0.0,150.0,87.0,9.0,8.033546223537996,0,16.19060649135276,0.787525720749405,0.5731900723208869,1.5825216317487283,0.0,37.9,56.900000000000006,14,0.05102040816326531,0.0423728813559322,0.05046403712296984,0.11042891732964372,0.05400936897216864,0.1,0.05421686746987952,0.05913978494623656,0.07700468448608433,0.06320749517773491,0.4,0.04664852102052863
00-0038752,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,13,17,107.0,1,0.0,0.0,138.0,27.0,8.0,4.810579474491533,0,10.513636363636364,0.44307175900042206,0.5423883595750711,1.044279490203183,0.0,16.700000000000003,29.7,11,0.04066985645933014,0.045098039215686274,0.017464424320827943,0.09708321606154424,0.03452726686027751,0.058823529411764705,0.05228758169934641,0.052941176470588235,0.046675398136021104,0.039386519370574954,0.25598086124401914,0.029695248760198367
00-0038783,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,5,22.0,0,0.0,0.0,-5.0,24.0,1.0,1.5452797129401006,0,11.0,0.1834045584045584,-0.03966326294570569,0.24734255354484364,0.0,2.2,6.2,4,0.03968253968253968,-0.005025125628140704,0.04838709677419355,0.055503709021296956,0.023939064200217627,0.0,0.024390243902439025,0.020833333333333332,0.011969532100108813,0.019151251360174103,0.1746031746031746,0.019038260762758705
00-0038783,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,14,15,115.0,3,0.0,0.0,62.0,76.0,6.0,9.080914985155687,0,23.391666666666666,0.4774885791205136,0.28752914243530875,0.9175032683854866,0.0,29.5,43.5,12,0.03787878787878788,0.02117486338797814,0.04819277108433735,0.07375807252856434,0.04117436448263516,0.12,0.04878048780487805,0.060810810810810814,0.08058718224131758,0.05693949158610813,0.2904040404040404,0.04068766836276563
00-0038794,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,76,410.0,1,0.0,0.0,16.0,5.87916513410164,0,31,36,160.0,2,0.0,0.0,-140.0,290.0,5.0,1.971246713945415,0,-18.296192696192694,1.291958958984821,-0.8447327864615842,1.3466254879541226,0.0,75.0,106.0,17,0.07017543859649122,-0.03729355354288759,0.1401643305944901,0.07542831506042677,0.044868199663488505,0.07142857142857142,0.032467532467532464,0.038461538461538464,0.05814838554602997,0.050180274016505086,0.31189083820662766,0.08010640548955594
00-0038794,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,113,496.0,1,0.0,0.0,25.0,-0.9885519364324864,0,24,27,76.0,2,1.0,1.0,-109.0,167.0,3.0,-11.26463073791448,0,-31.105483405483405,0.8394192189293515,-0.5284207387771789,0.889234311250002,0.0,73.2,97.2,16,0.0509433962264151,-0.02716172439571393,0.08978494623655914,0.05468571482305151,0.021438645980253877,0.07142857142857142,0.0189873417721519,0.026881720430107527,0.046433608704412654,0.03143663106991739,0.14339622641509434,0.07285810658871149
00-0038797,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,14,85.0,0,0.0,0.0,2.0,0.5645331993582658,0,4,5,23.0,0,0.0,0.0,-4.0,30.0,1.0,0.8509028874395881,0,9.357142857142858,0.13838739290085678,-0.022379519395510257,0.191915425774428,0.0,10.8,14.8,5,0.029940119760479042,-0.002857142857142857,0.05319148936170213,0.042624465355004276,0.01993067590987868,0.0,0.016129032258064516,0.014084507042253521,0.00996533795493934,0.015944540727902946,0.1377245508982036,0.034357879097409234
00-0038797,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,103,502.0,4,0.0,0.0,27.0,9.20893033756883,0,11,14,48.0,1,0.0,0.0,-63.0,99.0,3.0,-3.5111703557152856,0,-5.225396825396825,0.5001859435836515,-0.2825995611190681,0.5524592225921297,0.0,85.0,96.0,17,0.029227557411273485,-0.015046572725101504,0.05134854771784232,0.031804077936829024,0.012185833968012186,0.03571428571428571,0.017543859649122806,0.020100502512562814,0.02395005984114895,0.01689152431726689,0.10020876826722339,0.06386970580016767
00-0038809,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,6,21.0,1,0.0,0.0,30.0,18.0,3.0,2.0139265662874095,0,4.0,0.1848270630091117,0.12562730052815976,0.36517970488337936,0.0,8.1,12.1,6,0.029556650246305417,0.018315018315018316,0.026124818577648767,0.058986990021472785,0.014112903225806451,0.07692307692307693,0.038461538461538464,0.04395604395604396,0.04551799007444169,0.026674937965260548,0.10344827586206896,0.02193936756599942
00-0038809,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,5,42.0,0,0.0,0.0,40.0,16.0,1.0,2.154267674020957,0,4.6521739130434785,0.18448777531969382,0.18303742901021486,0.4048578632866911,0.0,4.2,8.200000000000001,4,0.044642857142857144,0.041407867494824016,0.03764705882352941,0.10009057971014493,0.04487179487179487,0.0,0.022222222222222223,0.018518518518518517,0.022435897435897436,0.0358974358974359,0.375,0.022159766511728463
00-0038821,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,-0.47981417417759076,0,4,9,60.0,0,0.0,0.0,142.0,27.0,1.0,-1.1475128345191479,0,2.1913043478260867,0.23679852596826506,0.46265703603019526,0.6790577141735342,0.0,6.000000000000001,10.0,6,0.0391304347826087,0.08236658932714618,0.034974093264248704,0.12458892363563,0.040160642570281124,0.0,0.014492753623188406,0.012658227848101266,0.020080321285140562,0.032128514056224904,0.2608695652173913,0.019210081450745348
00-0038821,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,11,124.0,0,0.0,0.0,127.0,18.0,5.0,7.4145855561285785,0,6.933638583638584,0.32324563759005714,0.5592331708018594,0.8763316759463873,0.0,12.4,21.400000000000002,6,0.05116279069767442,0.0822538860103627,0.021352313167259787,0.14254729485480178,0.07740324594257178,0.0,0.06666666666666667,0.056818181818181816,0.03870162297128589,0.061922596754057424,0.5767441860465117,0.033953163673288066
00-0038824,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,12,20,128.0,2,0.0,0.0,195.0,55.0,7.0,4.8478659505378845,0,42.27043610669748,0.5800023990639954,0.8847902893179498,1.489356801118558,0.0,24.8,36.8,8,0.07194244604316546,0.0967741935483871,0.04519309778142974,0.18533302390345788,0.057787810383747175,0.09523809523809523,0.06862745098039216,0.07317073170731707,0.0765129528109212,0.0652778673546168,0.460431654676259,0.041200179131213606
00-0038840,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,-2.0,0,0.0,0.0,-2.0,0.0,0.0,-1.3914722021436319,0,0.0,0.037037037037037035,-0.006557377049180328,0.05096539162112932,0.0,-0.2,0.8,1,0.03571428571428571,-0.006472491909385114,0.0,0.04839343504392048,-0.00847457627118644,0.0,0.0,0.0,-0.00423728813559322,-0.006779661016949153,-0.07142857142857142,0.008552490912978404
00-0038862,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,6.0,0,0.0,0.0,0.0,-3.1967907728394493,0,2,2,13.0,0,0.0,0.0,-1.0,14.0,0.0,0.37644284265115857,0,-13.0,0.05128205128205128,-0.0024630541871921183,0.07519893899204244,0.0,1.9000000000000001,3.9000000000000004,1,0.04878048780487805,-0.0022675736961451248,0.12389380530973451,0.07135667275040099,0.04262295081967213,0.0,0.0,0.0,0.021311475409836064,0.0340983606557377,0.3170731707317073,0.03907815631262525
00-0038891,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,30.0,0.0,0.0,-0.856143947923556,0,0.0,0.03225806451612903,0.12096774193548387,0.13306451612903225,0.0,0.0,0.0,1,0.03225806451612903,0.12096774193548387,0.0,0.14516129032258066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038911,2023,REG,0,0,0.0,0,0.0,1.0,5.0,0,0,0.0,0.0,0.0,-1.2853722739964724,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0
00-0038920,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,7.0,0,0.0,0.0,4.0,3.0,0.0,0.3741023358888924,0,1.75,0.037037037037037035,0.029197080291970802,0.07599351175993511,0.0,0.7000000000000001,1.7000000000000002,1,0.03333333333333333,0.028985507246376812,0.0297029702970297,0.07318840579710145,0.03349282296650718,0.0,0.0,0.0,0.01674641148325359,0.026794258373205745,0.23333333333333334,0.02280042918454936
00-0038933,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,73,91,673.0,2,1.0,1.0,538.0,315.0,29.0,12.599507631164279,0,24.235689428579914,2.8570026868610614,2.0297901080624476,5.7063571059353055,0.0,77.30000000000001,150.3,16,0.1657559198542805,0.11307271963009669,0.16535433070866143,0.33909205548549815,0.16267826927725404,0.07407407407407407,0.15508021390374332,0.14485981308411214,0.11837617167566405,0.14495743023661806,1.2258652094717668,0.09851990718284195
00-0038933,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,44,75,448.0,2,1.0,0.0,573.0,274.0,23.0,14.806048939535463,0,18.79612347969491,2.6253173016666267,2.3793693328498886,5.603534485494862,0.0,56.800000000000004,100.8,13,0.19083969465648856,0.18047244094488188,0.16407185628742516,0.4306374947406384,0.1467409105797576,0.08695652173913043,0.16428571428571428,0.15337423312883436,0.11684871615944402,0.13478403281163218,1.1399491094147582,0.08437123342707914
00-0038935,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,9,35.0,1,0.0,0.0,68.0,28.0,2.0,-0.46192139575155755,0,4.568181818181818,0.3033844704251436,0.29455804931526897,0.6612673401584037,0.0,9.499999999999998,14.499999999999998,5,0.05454545454545454,0.05704697986577181,0.053231939163498096,0.12745576571079928,0.030381944444444444,0.25,0.0392156862745098,0.05454545454545454,0.1401909722222222,0.07430555555555556,0.21212121212121213,0.036489002969449895
00-0038935,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,40,53,411.0,2,1.0,1.0,341.0,183.0,21.0,18.947213858897367,0,16.883951571039088,1.600595765426587,1.2202608204577343,3.2550762224602945,0.0,51.1,91.1,14,0.11181434599156118,0.08554942298043151,0.11685823754789272,0.236161057371687,0.12871907297212654,0.11764705882352941,0.14189189189189189,0.1393939393939394,0.12318306589782797,0.12650467014240713,0.8670886075949367,0.08541799497430896
00-0038938,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,23,40,373.0,0,1.0,0.0,841.0,48.0,11.0,3.0651579910464015,0,5.802390617893949,1.4094408641830614,3.5189783979951295,4.5774461748711825,0.0,37.3,60.3,13,0.09828009828009827,0.27015740443302283,0.036226415094339624,0.36354607096656566,0.13255152807391613,0.0,0.09322033898305085,0.08333333333333333,0.06627576403695806,0.1060412224591329,0.9164619164619164,0.0622895275086255
00-0038938,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8,19,62.0,0,0.0,0.0,363.0,6.0,3.0,-6.58760229247855,0,4.003696741854636,0.5518293580364518,1.6308090339178,1.9693103607971378,0.0,6.2,14.2,10,0.05093833780160858,0.14822376480195998,0.005893909626719057,0.19498651854398086,0.03169734151329243,0.0,0.03125,0.03,0.015848670756646217,0.025357873210633947,0.16621983914209115,0.02196306493024407
00-0038941,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7,41.0,0,0.0,0.0,2.0,0.2591785707627423,0,17,32,168.0,0,1.0,1.0,370.0,70.0,10.0,-11.053834886963601,0,11.708231992745631,1.1951194612832543,2.047858004690124,3.2261797952079685,0.0,18.900000000000002,35.900000000000006,13,0.08184143222506395,0.1255088195386703,0.05573248407643312,0.22316920396853215,0.06611570247933884,0.0,0.07633587786259542,0.06944444444444445,0.03305785123966942,0.05289256198347108,0.4296675191815857,0.03761762055451936
00-0038941,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5.0,0,0.0,0.0,-2.0,7.0,0.0,-0.072181174706202,0,0.0,0.03225806451612903,-0.009389671361502348,0.0418143268211419,0.0,0.5,1.5,1,0.03125,-0.008583690987124463,0.056910569105691054,0.04000804721030043,0.025510204081632654,0.0,0.0,0.0,0.012755102040816327,0.020408163265306124,0.15625,0.0228171585031944
00-0038951,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,15,23.0,0,0.0,0.0,1.0,-6.209175009164028,0,2,2,9.0,0,0.0,0.0,-3.0,12.0,0.0,-0.1717009178828448,0,-3.0,0.0625,-0.0125,0.085,0.0,3.2000000000000006,5.2,3,0.021505376344086023,-0.00390625,0.04225352112676056,0.029133064516129032,0.014150943396226415,0.0,0.0,0.0,0.007075471698113208,0.011320754716981133,0.0967741935483871,0.023589185265831973
00-0038951,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,50,308.0,2,1.0,0.0,17.0,10.127416212595037,0,9,12,109.0,1,0.0,0.0,12.0,105.0,6.0,7.420048496831441,0,23.495238095238093,0.339063473235275,0.019318861676500827,0.5221184130264631,0.0,59.7,68.7,11,0.030612244897959183,0.004355716878402904,0.06169212690951821,0.0494029408496611,0.03414786967418546,0.034482758620689655,0.039473684210526314,0.03867403314917127,0.03431531414743756,0.0342148474634863,0.2780612244897959,0.055520535324637535
00-0038976,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,9,30.0,0,0.0,0.0,2.0,-1.3348473097430542,0,22,33,377.0,1,0.0,0.0,497.0,154.0,9.0,9.032453146143975,0,16.62048748064548,1.1491042482421792,1.9500380105120891,3.0886829797217312,1.0,52.7,74.7,15,0.0718954248366013,0.1463917525773196,0.08383233532934131,0.22495653931675763,0.11610717585463505,0.038461538461538464,0.06293706293706294,0.05917159763313609,0.07728435715808676,0.10057804837601574,0.8213507625272332,0.06183877216510207
00-0038976,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,13,42.0,0,0.0,0.0,3.0,-2.578464596881531,0,39,52,503.0,6,1.0,0.0,384.0,477.0,15.0,23.359460302063198,0,16.81936501410781,1.6255544937008302,1.4639504969357413,3.463097088406264,0.0,90.5,129.5,16,0.09541284403669725,0.09904565385607428,0.23189110354885756,0.2223557891399053,0.13420490928495196,0.20689655172413793,0.08875739644970414,0.10606060606060606,0.17055073050454495,0.14874323777278917,0.9229357798165138,0.09277035933291305
00-0038977,2023,REG,0,0,0.0,0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,-0.7774166874005459,0,0.0,0.0,11,51.0,0,0.0,0.0,3.0,-0.15540222637355328,0,47,75,709.0,7,0.0,0.0,1070.0,152.0,34.0,31.022283270102868,0,7.137340817961059,2.103566643615392,3.1227843985330797,5.341299044396244,0.0,118.0,165.0,10,0.20491803278688525,0.3219981944026482,0.12121212121212122,0.5649756047024465,0.2305691056910569,0.3888888888888889,0.23129251700680273,0.24848484848484848,0.3097289972899729,0.2622330623306233,1.9371584699453552,0.16938712657838004
00-0038977,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,9,43.0,0,0.0,0.0,3.0,-2.2630523863481358,0,51,81,667.0,3,0.0,0.0,1016.0,164.0,35.0,21.898456696416915,0,10.43011701268119,2.564641788678198,3.8550543831666504,6.545500751233952,0.0,89.0,140.0,14,0.1723404255319149,0.2644456012493493,0.11194539249146758,0.4700671192973518,0.20592775548008643,0.17647058823529413,0.21739130434782608,0.21348314606741572,0.19119917185769028,0.200036322031128,1.4191489361702128,0.12525050100200402
00-0038979,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,8.0,0,0.0,0.0,0.0,0.23409246746450663,0,21,44,224.0,0,0.0,0.0,468.0,88.0,12.0,-26.516042324695917,0,6.005254456966088,1.2403107592784437,1.4858436612233956,2.9005567017740423,0.0,23.200000000000003,44.2,11,0.10501193317422435,0.1345214141994826,0.07302904564315353,0.2651350311209226,0.08293224731580896,0.0,0.10434782608695652,0.08955223880597014,0.04146612365790448,0.06634579785264717,0.5346062052505967,0.04798401980155026
00-0038979,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,-5.0,0,0.0,0.0,0.0,-2.4089463611129656,0,29,49,339.0,3,1.0,1.0,552.0,104.0,15.0,-1.3725879018350806,1,4.729753742576765,1.175573287532892,1.426605559139548,2.7619838226970215,0.0,51.4,80.4,9,0.13920454545454544,0.18969072164948453,0.12192262602579132,0.3605593955014058,0.15557595227168425,0.3,0.15625,0.16981132075471697,0.22778797613584212,0.18446076181734739,0.9630681818181818,0.11021851780769336
00-0038981,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1.0,1,0.0,0.0,1.0,0.0,1.0,0.7005609695333987,0,1.0,0.043478260869565216,0.011363636363636364,0.07317193675889327,0.0,6.1,7.1,1,0.04,0.009615384615384616,0.0,0.06769230769230769,0.006622516556291391,0.5,0.14285714285714285,0.2222222222222222,0.2533112582781457,0.10529801324503311,0.04,0.10435038212815989
00-0038994,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2.0,0,0.0,0.0,0.0,-0.4106065997038968,0,70,108,911.0,10,0.0,0.0,1347.0,262.0,38.0,26.098682321514307,0,12.336681768947287,3.0040475505757818,4.837450364869166,7.892286581272089,0.0,151.3,221.3,17,0.17115689381933438,0.27322515212981746,0.1360332294911734,0.47531546243285555,0.19382978723404257,0.3333333333333333,0.17272727272727273,0.192,0.26358156028368795,0.22173049645390075,1.4437400950871633,0.14565918515105641
00-0038994,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,20.0,1,0.0,0.0,1.0,2.730595105502289,0,63,99,875.0,9,0.0,0.0,1284.0,213.0,39.0,36.2088086675861,0,10.971078472875048,3.180026155560215,4.614401221697726,8.000120088528732,0.0,149.5,212.5,15,0.20040485829959515,0.30105509964830013,0.13523809523809524,0.5414513671680328,0.22264631043256997,0.3103448275862069,0.20634920634920634,0.22018348623853212,0.2664955690093884,0.24018601386329738,1.771255060728745,0.15772285311363468
